[Fe/H],A(Li),$\overline{t}_{\star}$,M,T$_{eff}$,e,Z$_{max}$,$L_z$
-0.09,0.07,12.88248533293805,0.7995960847831828,5164.0,0.1015576041354053,0.5209937865171952,1900.0611718665616
0.44,-0.23,12.88248533293805,0.8888999819755554,5181.0,0.2819755206606358,0.9732037479897252,1905.375050959031
0.37,1.21,8.511386362914987,0.9782999753952026,5503.0,0.2426047130163778,0.4855900562821647,1494.963689889505
0.09,1.78,8.128302305789093,1.036635573017092,5832.0,0.2521504709431386,1.2033506604198938,1536.1803097951015
-0.46,1.9,0.0042657963120955,1.4917999505996704,5611.0,0.2163143391549521,1.22105592872217,1634.9233007587668
-0.25,-0.02,12.302692030632102,0.8116164937115515,5421.0,0.1035895867088751,0.681321101309952,2042.9414215254744
-0.44,0.59,3.2359382746997105,1.3401458617065674,5157.0,0.141640659715956,2.8786735913784423,2064.2591221016337
-0.23,1.35,9.772367059324804,0.9988999962806702,5714.0,0.3364864876550825,1.032337722621533,1277.8639186792902
-0.5,1.8,6.165949477018448,1.0532760387273683,5631.0,0.1565707659162091,1.8356513520993512,2191.817995595557
-0.76,2.14,13.489632380568445,0.8082469331532777,5841.0,0.1282906660507214,1.807234899619824,1667.7414217848211
0.26,0.96,8.912505467113453,0.9858999848365784,5606.0,0.1988313056830521,0.8996613936883009,1633.4670132412557
-0.57,2.48,6.760828566222669,0.9960488822193176,6151.0,0.1968736609987758,1.8405785864700768,2328.417865732945
0.1,-0.04,10.232935315766705,0.8174466846822452,5138.0,0.1312809036571049,0.5392874509827857,2145.3671026702905
0.37,0.74,8.912505467113453,1.0311000347137451,5599.0,0.2624660176742125,1.567682297852687,1927.728586903609
0.05,0.59,11.748967293472964,0.8275583099902508,5211.0,0.1129978582981979,0.687967740012855,2088.799188799966
-0.48,2.5,7.413100459583173,0.9644778447571928,6276.0,0.1925947482960823,1.3405225284688091,2413.431680149307
-0.22,1.96,11.748967293472964,0.849399983882904,5755.0,0.057012035445777,0.7052803644999408,1881.5409232722552
-0.09,0.53,12.88248533293805,0.7997000217437744,5241.0,0.0790454110885541,0.498080758433858,1960.876555981688
0.07,0.14,10.232935315766705,0.8705000281333923,5375.0,0.1072976457808889,0.7285078989803682,1872.2850019879288
-0.55,2.19,7.76247730275455,0.9739421580004324,5824.0,0.3063495717360742,3.626875661592347,1828.453602760443
-0.04,1.71,0.006456541439665,1.600000023841858,5680.0,0.101295235617224,1.7591862873787156,1968.6979349594944
0.23,0.81,9.772367059324804,0.9161041949708434,5417.0,0.0376419161448971,0.8926649465323147,1864.576049279161
0.15,1.07,10.232935315766705,0.9618837085986354,5675.0,0.0664362117132295,1.1156798688168328,1850.8561723356272
0.19,0.51,11.220189470737862,0.8782579272973347,5304.0,0.2663783501867996,0.3847877713972104,1622.7499613517584
-0.15,0.28,11.748967293472964,0.7984277393062763,5398.0,0.1692289678339006,1.0014305286097829,2290.9372285555487
-0.12,1.74,9.33254874614691,0.950327558748385,5904.0,0.105540403260458,1.2705096287001425,1757.7071579248664
0.03,1.45,8.511386362914987,0.9830509507640368,5838.0,0.4072790458615535,0.752890607440361,1114.7168006509282
-0.28,1.2,6.760828566222669,1.0649574247776947,5197.0,0.0951456912652852,0.9972695914787172,2002.6118027904893
0.37,0.74,8.912505467113453,1.0810163433935556,5550.0,0.1256890790357221,1.7882158865536772,1860.6694739807929
0.36,0.67,8.511386362914987,1.0739706792126948,5659.0,0.2433094604052324,1.3754001144400527,1439.4651925054309
-0.43,2.5,8.96722231625761,0.9242356573886078,6142.0,0.1992941662867516,0.8756486897657084,2120.459261583129
0.24,2.47,6.165949477018448,1.1301000118255615,5865.0,0.1664276584064539,1.0111961763491184,1612.5184952484592
-0.09,1.43,8.912505467113453,0.8496999740600586,5624.0,0.062510425758326,0.3181974618306356,1983.0311854899785
-0.05,1.17,0.0093325384994047,1.5,5797.0,0.1685575190897915,0.8243937116665581,1855.3652013268909
-0.81,2.34,10.232935315766705,0.8594051844198287,6013.0,0.0508286319913689,1.287863161209252,2049.734569720323
-0.12,1.58,11.748967293472964,0.8695999979972839,5711.0,0.2020324776463794,0.9019336164956936,1867.913549088132
-0.3,0.64,12.88248533293805,0.7960239006697531,5533.0,0.0537999153954463,0.4106150581543736,1882.0961338027853
-0.14,1.42,11.748967293472964,0.8288152705490169,5555.0,0.2442745912243999,0.5645755699238504,2307.7870271263014
-0.13,-0.09,12.302692030632102,0.8051891093564756,5410.0,0.1489253422752064,1.3434040573442487,2087.9259592031167
-0.13,1.72,12.302692030632102,0.8495000004768372,5633.0,0.2190887377364553,1.7828070366755306,2154.153431480149
-0.23,1.66,11.220189470737862,0.9271945683721088,5806.0,0.140243002536742,1.0378405205009056,1708.9245503397156
-0.24,1.37,12.302692030632102,0.8158604814005277,5614.0,0.1545143862569125,0.924661776848726,1788.5606170122817
-0.47,1.35,4.265796312095558,1.1622931898209772,6382.0,0.1959890832470515,1.518843243426093,2439.964231202207
0.05,1.14,12.302692030632102,0.8816133210395302,5549.0,0.2641207943859018,0.7258259675899557,1422.0510741378523
0.36,-0.53,10.715186464071412,0.9692999720573424,5498.0,0.0858744002078729,0.9922146165277366,2051.4886022452447
-0.2,1.04,11.748967293472964,0.8020645142830839,5498.0,0.107893507963636,0.6044555419987283,1721.779079290047
0.28,0.87,10.232935315766705,0.99755619926668,5608.0,0.1589221872556701,1.1642821354162487,1949.7547717183136
-0.24,1.06,12.88248533293805,0.8258564039576033,5674.0,0.1825508734847028,0.8350960823892909,1576.0842669296576
0.39,0.38,11.748967293472964,0.9006679838344079,5247.0,0.1176110913571645,0.5581521736113902,1777.5614339715262
-0.19,1.26,11.220189470737862,0.8406258129516492,5666.0,0.0864823923545357,0.5705900940551065,1949.3751626710912
0.03,0.58,11.220189470737862,0.9521574081838796,5687.0,0.0330075622968212,0.8664741120277812,2287.4239020157274
-0.02,0.85,11.220189470737862,0.9377803974147816,5721.0,0.2603382788913146,0.6466480045957252,1458.330664381598
-0.64,2.05,13.489632380568445,0.8131235609467664,5941.0,0.1286416657458728,2.307741195784518,1985.7308341903447
0.08,-0.57,12.88248533293805,0.7991958086218991,4967.0,0.2793693722503025,0.6944708445286938,1391.5071734024468
-0.48,0.42,0.0269153374005781,0.7498999834060669,4937.0,0.1815519696717485,1.6805893257947395,1510.5114150941708
0.3,1.09,7.76247730275455,1.049399971961975,5710.0,0.1372642165052079,0.90723097785552,1700.1165355746184
0.17,1.12,9.33254874614691,0.9007740136107356,5431.0,0.1549948598701849,0.8527149132581124,1664.0736084001464
0.25,0.18,11.220189470737862,0.9513797782805552,5557.0,0.2437299952134508,0.8078169107103427,1481.3282261403374
0.14,1.45,7.0794640622027885,1.14854162461955,5303.0,0.2644258447920675,0.8947946575972006,1585.6129251442114
0.23,1.13,6.760828566222669,1.047600030899048,5772.0,0.0731869155140725,1.3439761524540366,1962.0000147030387
0.12,0.44,10.715186464071412,0.8539587763949731,5280.0,0.149570415493403,0.5570753913115538,1816.28457052987
-0.24,2.7,5.623413251903491,1.0895063095725028,6255.0,0.1305172103132492,1.8152462081444376,2241.093432638249
0.31,1.81,7.76247730275455,1.1130000352859497,5665.0,0.0979491902591694,1.4146935173046815,1875.221147302489
-0.34,2.1,13.489632380568445,0.8220257716586604,5756.0,0.0608536007582388,0.8071983412067382,1865.730859686891
0.04,0.78,12.302692030632102,0.8609815622837235,5432.0,0.0463954757788782,0.7961790271561463,2032.328434457785
0.14,1.97,8.128302305789093,1.0607000589370728,5816.0,0.0660278950861905,1.0496085481929105,2060.7914378254027
-0.12,1.35,10.232935315766705,0.9013820471989868,5801.0,0.1727974248021888,1.1043926740329737,1687.817731046929
-0.08,1.83,10.715186464071412,0.925100028514862,5795.0,0.1001498527314821,0.7883452017381689,1795.0677303687944
-0.12,2.17,5.888442760205689,0.9546394265426658,5931.0,0.2280828539413159,0.6084729634307098,1749.81820506939
-0.07,0.96,12.302692030632102,0.8495000004768372,5606.0,0.1989767767838769,0.567543409611693,1588.184954946542
0.12,0.86,9.33254874614691,0.9958999752998352,5746.0,0.2281656543040493,0.927099358094119,1607.26350513798
-0.1,0.98,12.302692030632102,0.8298656263587089,5531.0,0.1510591619346387,0.6811370604015845,1726.5288579690864
0.14,1.1,5.3703123031766005,1.0420362136025558,5883.0,0.1002466077248048,0.7078455167101351,1875.2168807963048
0.17,0.77,9.33254874614691,1.049100041389465,5656.0,0.1363907437032258,1.137805547475676,1828.03794503701
0.19,0.48,10.715186464071412,0.9433273350728036,5566.0,0.2708651978700077,0.937169524938854,1897.790310664996
0.35,1.79,6.760828566222669,1.1130421153391508,5741.0,0.1196703999470736,0.5416056906086079,1861.7141720178056
-0.66,2.39,8.511386362914987,0.92023428573388,6147.0,0.1115751870468578,1.2499722796615094,2090.358331080111
0.03,,10.232935315766705,0.9230938657487666,5665.0,0.0570940642812157,0.647631989258133,2115.705700292642
-0.53,1.0,8.912505467113453,0.953000009059906,5157.0,0.0864196221698285,1.5207029214783891,1810.78911784121
-0.2,2.47,5.623413251903491,1.1214093586009648,6111.0,0.1912976146430066,0.7353387222798728,2273.814410028318
-0.03,0.68,11.748967293472964,0.8975535176352774,5678.0,0.0979578527804833,0.7359929095685727,1885.7696286503472
0.07,0.5,9.772367059324804,0.8790687266892785,5453.0,0.1545337255613208,0.6841440984806271,1938.84590870136
-0.14,0.83,0.0128824994773753,1.1972271767540814,5596.0,0.0667350399059481,0.9571106821771938,1831.064262302083
-0.16,1.36,8.912505467113453,0.9819565517638624,5936.0,0.1518736958652549,0.707383647590099,2090.735472045775
0.03,2.33,4.831454969154137,1.0400368924128105,6011.0,0.0238672447869352,0.5219874550928336,1941.6903350892228
-0.04,,9.228406397571222,0.7784691110091264,5061.0,0.0680930436581813,0.5241976159493265,1854.7384331462024
-0.48,2.34,9.33254874614691,0.9265036572006918,6040.0,0.1655463934247785,1.7382546763706388,2314.6280578455307
-0.21,1.43,7.0794640622027885,1.0686102423353392,5309.0,0.0839706699704511,1.1921502613301147,1997.0593150743225
-0.07,0.39,11.748967293472964,0.8671000003814697,5599.0,0.0715333736359698,0.6890612180532858,1912.716008896136
-0.38,1.2,12.302692030632102,0.8523479496077754,5732.0,0.2089792442458859,1.410817458542923,2110.912406236453
0.09,0.57,9.772367059324804,1.0090869230121762,5697.0,0.1558482850746955,1.1427281221253218,1869.4516270411848
-0.6,2.18,5.675063009364475,1.0503568986472354,5912.0,0.2250697963316157,2.514729518232301,2446.771283239814
-0.31,0.65,12.302692030632102,0.7438695565134005,5256.0,0.1898103357278504,0.4410925713800347,1642.148178635418
-0.37,1.51,13.489632380568445,0.830405799275255,5739.0,0.2404413108699726,0.6837111215962957,1562.7410835070868
0.18,0.64,10.715186464071412,0.8733373004348383,5293.0,0.0997356868818453,0.4794510865399737,1836.293208463293
0.09,0.41,7.100089055197734,0.9757329169484784,5755.0,0.0721487534624139,0.4456216463482874,1813.8486027524923
-0.11,2.09,8.128302305789093,0.9667558636553252,5969.0,0.1915344669435871,0.9017176662843835,2279.42526594466
0.29,0.19,12.302692030632102,0.9019889202170132,5336.0,0.0778921166583114,0.5293908633544324,1844.1281550071603
-0.45,2.47,8.128302305789093,0.9757781801086166,6002.0,0.1201382134675825,1.02248007425125,1841.643655464348
0.14,0.77,8.511386362914987,0.9756186160779464,5697.0,0.3111099302395901,0.9441022319061124,1658.71090041447
-0.48,2.53,6.838921706472679,1.0113677845463511,6056.0,0.1321636954161177,2.009265917140024,2161.240061929884
-0.26,1.88,12.88248533293805,0.87167204585142,5822.0,0.1591634474738338,1.3301920178219038,1737.057937868313
-0.17,1.5,7.413100459583173,1.0068000555038452,6085.0,0.1114285253010572,0.9073150716968564,2035.3821367875407
-0.1,2.06,7.76247730275455,1.03673904248542,5939.0,0.1341139201258295,1.8810332583972345,1913.538649464584
-0.3,2.34,12.88248533293805,0.8336280305649203,5771.0,0.1435849509005596,0.571745795627258,2207.838732896128
-0.05,2.55,5.12861429039393,1.0774746816667928,6154.0,0.1156455457047817,0.6294513758643576,1808.682679446305
0.03,1.28,4.466831997992276,0.9498000144958496,5713.0,0.205452140847312,0.639229075041428,2027.7685784149949
0.17,0.2,11.220189470737862,0.8277072142474817,5097.0,0.0764400446532111,0.5965405147576517,2103.781554984804
0.31,1.4,5.12861429039393,1.0873546418162816,5811.0,0.2685704951806164,0.7360634599207401,1406.1810740032188
0.0,1.15,10.715186464071412,0.8850367755706351,5639.0,0.1501461204311503,0.9456236489147516,1982.1194313820235
-0.44,2.54,5.623413251903491,1.0768263647944734,6152.0,0.1106613634553432,0.7656706836374381,2088.600382184644
-0.12,1.08,7.0794640622027885,0.9259147302859988,5827.0,0.1405465031271878,1.0955293536558797,1899.126935027272
-0.12,0.84,10.232935315766705,0.8980120466830942,5760.0,0.0888952721136397,0.8462300538342689,2017.8359581649888
-0.17,2.0,8.511386362914987,0.9988999962806702,5908.0,0.1156382216932991,1.503159897034519,2296.880280574686
-0.08,2.24,7.0794640622027885,0.9495999813079834,5873.0,0.0366016932107872,0.5741468462627253,1985.6097465374537
0.06,1.49,10.715186464071412,0.912244260605348,5642.0,0.265824514036277,0.5242701587582266,1598.578732851668
0.09,-0.51,12.302692030632102,0.8274618527668904,5174.0,0.2175593212997995,0.7920064129836077,2020.807165656326
-0.06,0.0,10.715186464071412,0.7838000059127808,5136.0,0.0299955007373595,0.4224028407670739,1950.03103234335
-0.08,1.98,8.128302305789093,0.9187057856476516,5804.0,0.1826778844652272,0.5641425070211903,2382.066345668819
0.2,0.76,10.715186464071412,0.9480000138282776,5530.0,0.1833754096314577,0.5988450639727964,1599.9986126264498
-0.21,0.51,12.88248533293805,0.74218222594656,5055.0,0.2137337248835364,0.6302810064169181,1719.4615770066987
0.07,0.67,12.88248533293805,0.8330000042915344,5199.0,0.2001523047341683,0.3419432572015053,1731.8546688171405
0.05,2.7,4.677352234557798,1.131500005722046,6143.0,0.0840452974083653,0.6621089215867827,1965.7194613874112
-0.05,0.46,13.489632380568445,0.9049712543329148,5633.0,0.0450668939152356,0.5474151037716215,1919.6416388082305
-0.16,1.92,8.912505467113453,0.9910690188709872,5924.0,0.2038869835264102,0.9573850718981908,1611.8540356397489
-0.11,1.59,9.33254874614691,0.908681000026574,5803.0,0.131746271519242,0.6837239741981573,2173.732440863562
-0.41,1.26,0.0186208705488312,0.9667999744415284,5667.0,0.019011775461615,0.6389372264614932,1927.913831807496
-0.19,0.19,12.302692030632102,0.8231123144919258,5547.0,0.1725704450819977,0.6647339499729178,2260.351429806125
-0.01,2.13,6.760828566222669,1.0989554652777145,5972.0,0.1431522489058477,0.8908259190894403,1797.8130505701845
-0.03,1.19,10.232935315766705,0.9259195824062622,5759.0,0.2789691385838256,0.3835963895586317,1536.6075260814555
0.32,0.98,8.511386362914987,1.104302632790021,5412.0,0.0587318331699949,1.0475021323388904,2073.882660441176
-0.39,2.48,8.912505467113453,0.9357681016112736,6123.0,0.2488560735784437,2.096430385753983,2540.1248799416344
-0.23,2.38,11.220189470737862,0.8252157124347264,5674.0,0.1365195485586917,0.7110299925334973,2155.914187802817
-0.55,2.44,6.456548528681109,1.0308363343239275,5845.0,0.1392345422900135,2.575109259836581,2274.255166080593
-0.75,2.35,6.760828566222669,1.0022313899614563,6002.0,0.1809113465785934,2.789608534403812,2522.865096441576
0.04,0.7,8.912505467113453,0.9862216229683204,5720.0,0.1097296048617596,0.4939789756779996,1883.2777925541268
-0.07,1.42,9.33254874614691,0.8746136054560819,5660.0,0.0415731227158542,0.619919232980275,1987.364617765905
0.32,0.26,11.220189470737862,0.9003145271211548,5283.0,0.1544732934554282,0.5783111931543983,1685.7558636273588
-0.22,2.23,10.232935315766705,0.8939005767004093,5901.0,0.0995090800736538,0.634019763963404,1780.295345699683
0.16,0.85,8.128302305789093,1.0099999904632568,5764.0,0.0802889737762778,0.9089348061481572,2000.5477789762945
-0.03,2.0,6.456548528681109,0.9372248266560348,5755.0,0.0761986393497616,0.4736490650612782,1834.45302225867
0.09,0.96,11.516366912031405,0.9331369877595874,5643.0,0.1015640070253388,0.6394911870110075,1832.434820949992
0.13,-0.18,11.748967293472964,0.8153116364150574,5072.0,0.1240370730161347,0.4332021220272775,1824.789080590781
-0.07,2.49,3.890452816839944,1.0181393112598682,6024.0,0.1059734099832688,0.4007657710222747,2058.422923960219
-0.04,1.3,3.71534968021985,1.2136408812371693,6418.0,0.0963740095558048,0.6719771443524183,1786.8994000305886
-0.26,0.69,12.302692030632102,0.8888139792929145,5551.0,0.0686702040984115,0.6800051833103797,2039.0707399178543
0.03,2.48,3.090293803866819,1.3964258035536838,6060.0,0.2350899743120443,0.9035229568186444,1491.7488764417349
-0.16,1.57,3.388439477987164,1.290429181453583,6360.0,0.104413961540816,1.36685526641504,2184.37131713606
0.35,0.38,12.302692030632102,0.9026107358029324,5256.0,0.1732651904122322,0.4942134604313491,1588.2966969097556
0.21,0.31,8.912505467113453,0.9182999730110168,5283.0,0.2214088415051949,0.6107599793090309,1537.2911604537785
-0.44,2.02,11.220189470737862,0.9011969275974574,5681.0,0.1891023470710416,1.9664073352799885,2184.6776525237383
-0.21,1.09,13.489632380568445,0.8297976245639893,5565.0,0.0097024960276694,0.6058590684236498,1939.5481400367407
0.2,2.42,0.0074131004595831,1.7000000476837158,5731.0,0.1380406263647306,0.777825577473477,2048.819602899772
0.03,2.45,4.677352234557798,1.1771170241076294,6189.0,0.0607707966646681,0.96237037920842,2081.0478958515178
-0.51,0.37,10.715186464071412,0.8410000205039978,5719.0,0.1660531541153701,0.4594044512073046,1588.808485431949
